Customer_ID,No_of_orders_placed,Category_of_customers,Maximum_bill,Minimum_bill,Last_order_placed_date,No_of_issues_raised,Customer_rating,Average_food_rating,Average_happiness_rating,Coupon_consumption_status,Coupons_offered,Premium_membership,Discount_percentage
CUS0x25d2,209.0,Passive,2998.11,194.53,03/06/2019 03:04 PM,7,4,4,4,90,262,No,32
CUS0x4956,138.0,,1279.36,284.36,06/09/2020 06:20 PM,30,4,4,3,94,215,No,33
CUS0x11c8,94.0,Inactive,1425.19,120.0,09/24/2015 05:16 PM,46,,4,4,46,128,No,23
CUS0x617a,55.0,Inactive,1049.51,211.0,06/07/2016 01:32 AM,55,4,4,4,41,89,No,34
CUS0x3245,204.0,Inactive,,323.25,,6,,2,5,146,269,No,45
CUS0x5d3c,30.0,Inactive,2900.85,232.78,11/05/2015 07:57 AM,7,4,4,4,30,63,Yes,20
CUS0x38c9,24.0,Active,1045.25,201.25,,,4,4,4,24,51,No,42
CUS0x46ee,,Inactive,3686.35,339.83,02/26/2017 08:10 AM,60,3,4,3,45,299,No,32
CUS0x9a5,107.0,Passive,3597.55,146.26,08/09/2018 05:59 PM,44,4,4,4,57,164,No,31
CUS0x81f9,176.0,Active,1879.69,244.63,05/16/2020 04:23 AM,55,4,3,4,97,294,No,32
CUS0x7962,132.0,Inactive,1360.97,225.84,11/25/2015 06:50 PM,36,4,4,5,63,248,No,41
CUS0x793d,145.0,Inactive,2104.37,263.4,11/21/2016 04:43 AM,13,5,5,2,82,234,No,32
CUS0x5b7d,145.0,Active,3661.39,219.59,09/30/2020 06:10 AM,8,4,4,3,35,232,Yes,49
CUS0x2ab7,24.0,Passive,2571.7,234.41,09/30/2019 07:39 PM,24,4,4,4,24,34,No,49
CUS0x3175,,Passive,1988.89,225.0,08/09/2019 02:34 PM,46,,3,5,51,86,0,27
CUS0x24b5,46.0,,3257.53,142.17,,46,4,3,5,28,61,No,23
CUS0x74e2,10.0,Inactive,459.86,86.56,07/27/2016 02:33 PM,10,4,4,2,10,28,No,24
CUS0x773b,219.0,Inactive,1064.92,330.67,11/25/2016 06:53 PM,49,4,4,4,169,306,No,32
CUS0x2458,206.0,,2378.29,221.69,10/09/2017 02:18 PM,14,,2,4,91,276,Yes,0
CUS0x5d39,80.0,Inactive,395.12,205.0,08/04/2015 06:30 PM,1,4,4,3,80,98,No,25
CUS0x7c46,77.0,Active,1106.14,235.0,09/19/2020 01:48 AM,37,4,4,3,21,105,No,40
CUS0x15f5,59.0,Passive,1126.55,238.0,,,,5,4,59,73,No,21
CUS0x59bb,102.0,Inactive,3564.9,168.9,12/01/2017 10:26 PM,42,4,4,4,82,187,No,32
CUS0x4e72,144.0,Inactive,2608.33,306.46,11/12/2017 10:08 PM,48,4,4,3,56,248,No,33
CUS0x4ea7,241.0,Inactive,2221.76,110.3,07/14/2016 03:24 AM,50,4,3,4,142,322,No,36
CUS0x240c,7.0,Inactive,2101.41,83.33,,7,,4,5,7,19,No,31
CUS0x4a77,166.0,0,1040.19,-99.0,05/15/2016 06:58 AM,6,5,4,4,139,249,Yes,47
CUS0x354f,231.0,Inactive,2191.05,-99.0,,23,2,4,4,89,335,No,47
CUS0x4bef,229.0,Passive,2710.13,236.36,11/17/2019 01:48 PM,15,4,4,2,154,271,No,48
CUS0x2db9,45.0,Inactive,3109.49,124.84,12/30/2015 09:18 AM,,3,4,4,40,79,Yes,22
CUS0x336e,75.0,Active,2256.11,189.0,,41,,4,4,75,93,0,59
CUS0x21ae,194.0,0,901.17,170.98,08/05/2020 04:51 AM,41,4,4,3,170,276,No,46
CUS0x5faf,92.0,Passive,2528.2,144.0,03/14/2018 06:51 AM,53,4,4,4,48,107,No,32
CUS0x2fdb,,Passive,3370.65,124.85,04/22/2019 04:56 AM,31,5,5,4,35,287,No,41
CUS0x4cab,246.0,Active,2828.68,127.42,07/27/2020 11:02 AM,27,3,4,2,27,332,No,41
CUS0x1d20,237.0,Passive,646.82,266.66,03/09/2018 06:09 PM,17,5,4,5,98,315,No,47
CUS0x49ef,21.0,Inactive,1831.06,166.08,01/07/2017 08:47 AM,21,3,4,5,21,32,No,30
CUS0x3d9d,41.0,Passive,3498.11,75.75,04/07/2019 02:59 PM,32,,4,3,41,59,No,59
CUS0x5e94,168.0,Passive,1681.26,261.47,06/30/2018 02:46 AM,42,4,4,3,45,208,No,37
CUS0x54b2,28.0,Passive,552.6,219.16,09/17/2018 06:33 PM,28,5,5,4,28,45,No,26
CUS0x7465,248.0,Inactive,1576.39,185.44,03/28/2017 01:16 AM,6,4,2,3,141,352,No,40
CUS0x79ef,15.0,Passive,491.51,149.77,09/19/2019 11:54 PM,15,5,3,3,15,27,No,26
CUS0x5551,79.0,Passive,1725.43,276.0,09/24/2019 06:51 AM,34,5,4,2,41,103,No,44
CUS0x63f7,167.0,Passive,3432.48,194.63,07/11/2019 05:06 AM,32,4,4,4,130,211,Yes,59
CUS0x3d16,98.0,Passive,1582.09,198.0,12/21/2018 04:43 PM,5,5,4,4,67,128,Yes,30
CUS0xf63,227.0,Inactive,3531.6,186.34,,60,4,4,5,149,317,No,48
CUS0x6dd,85.0,,2313.2,114.0,,16,,4,2,29,106,No,33
CUS0xcf4,103.0,Active,3051.69,86.53,,,,4,4,103,176,No,39
CUS0x44c6,151.0,Inactive,2043.79,119.87,06/10/2016 06:22 AM,46,4,4,4,130,258,No,0
CUS0x16cb,172.0,Passive,1562.33,304.99,07/11/2018 06:52 AM,50,4,5,4,101,262,No,37
CUS0x1468,137.0,Passive,1209.56,146.51,11/05/2018 08:07 AM,58,4,4,3,137,243,No,40
CUS0x6836,238.0,Passive,3022.16,220.94,08/17/2018 08:56 AM,29,4,2,5,147,280,No,32
CUS0x730d,135.0,Inactive,1948.62,213.21,12/09/2015 09:31 PM,30,4,5,4,41,238,No,46
CUS0x2140,54.0,Inactive,2128.6,92.0,06/29/2015 01:03 AM,9,4,3,3,54,75,No,34
CUS0x695b,9.0,Passive,396.68,211.01,04/22/2019 03:06 AM,9,5,4,4,9,23,No,29
CUS0x6845,191.0,Inactive,2426.48,297.91,05/30/2016 06:23 PM,5,4,3,3,114,236,No,41
CUS0x6eb5,9.0,Active,2156.24,233.97,04/05/2020 06:14 PM,2,4,4,4,9,25,No,55
CUS0x8d3,44.0,Inactive,2152.48,-99.0,12/17/2017 10:24 AM,,4,3,5,22,72,No,32
CUS0x926,115.0,,2946.18,171.82,,39,4,4,4,115,218,No,30
CUS0x241,212.0,Inactive,2631.32,-99.0,09/13/2017 10:50 PM,32,4,2,4,150,314,No,46
CUS0x12a1,113.0,Inactive,3285.43,266.44,07/24/2017 10:23 PM,48,4,4,4,107,196,No,31
CUS0x3f6f,,Inactive,1290.39,167.06,11/09/2016 09:25 AM,18,4,3,3,104,178,0,46
CUS0x2cf6,73.0,Active,2163.31,-99.0,06/21/2020 10:43 AM,22,4,3,3,73,92,No,50
CUS0x5b6d,209.0,Passive,2906.91,168.61,10/29/2019 07:34 AM,41,4,4,3,88,256,No,43
CUS0x1b13,63.0,Inactive,2442.52,-99.0,05/07/2017 11:45 PM,49,4,3,3,63,87,No,27
CUS0x2438,201.0,Inactive,2199.19,-99.0,07/18/2016 10:32 AM,48,4,5,4,140,310,No,38
CUS0x10d4,25.0,0,642.29,-99.0,,17,,5,4,25,51,No,27
CUS0x28e9,65.0,Inactive,1380.73,-99.0,08/05/2016 01:52 AM,28,4,4,2,65,75,No,29
CUS0x20cf,40.0,Inactive,2248.81,151.1,10/27/2015 02:32 PM,12,,4,4,40,73,No,26
CUS0x2390,130.0,Passive,1581.28,291.86,04/01/2019 01:07 AM,12,4,5,4,88,231,No,45
CUS0x1898,231.0,Inactive,689.29,-99.0,05/06/2016 03:54 AM,54,,4,3,120,277,Yes,49
CUS0x6579,115.0,Active,3076.5,157.93,03/11/2020 10:37 PM,13,3,4,4,115,211,No,38
CUS0x173f,11.0,Inactive,622.29,138.73,,11,4,1,4,11,46,No,23
CUS0x1999,150.0,Inactive,2923.24,158.55,02/26/2016 01:14 PM,51,,4,4,110,201,No,36
CUS0x197a,222.0,Inactive,2864.54,292.36,,38,4,5,3,38,332,No,45
CUS0x78bf,184.0,Inactive,809.56,230.88,03/05/2017 07:41 AM,60,4,4,3,55,268,No,39
CUS0x1b10,32.0,Inactive,3124.61,227.96,12/01/2015 02:38 AM,32,4,3,4,32,63,No,31
CUS0x591a,193.0,Passive,1073.31,260.38,08/11/2019 01:12 AM,14,4,4,4,96,296,No,33
CUS0x43d7,249.0,Inactive,771.16,129.03,06/18/2015 04:05 PM,,4,4,4,165,316,No,48
CUS0x1104,223.0,Passive,1525.54,174.33,,,4,3,5,152,308,Yes,41
CUS0x568b,241.0,Passive,2818.34,241.72,07/09/2019 04:46 PM,28,4,5,2,100,331,No,44
CUS0x311,,Passive,1535.92,242.93,12/06/2018 01:38 AM,34,4,4,4,79,174,No,39
CUS0x26a3,238.0,Inactive,3091.95,230.62,05/27/2016 05:22 AM,22,4,4,3,36,313,0,44
CUS0x4a0c,104.0,,650.3,-99.0,07/31/2020 04:45 AM,43,4,4,4,92,211,No,47
CUS0x5aca,20.0,Active,1389.05,98.08,01/08/2021 05:52 AM,20,4,1,5,20,44,No,51
CUS0x27b5,86.0,Inactive,364.79,79.0,,38,,4,2,64,108,No,23
CUS0x6c6d,180.0,Active,2846.16,237.02,10/01/2020 01:28 PM,44,4,4,4,161,254,No,45
CUS0x3aae,229.0,,3352.97,179.68,02/20/2021 12:48 PM,48,2,5,4,,281,Yes,54
CUS0x2c2b,42.0,Active,880.22,87.29,,,3,4,3,42,71,Yes,
CUS0x2c3d,240.0,Passive,1275.3,156.02,12/13/2018 04:23 PM,23,4,5,4,123,356,Yes,45
CUS0x1f4,221.0,Inactive,1410.95,87.93,05/08/2016 08:06 AM,19,5,4,3,101,286,No,42
CUS0xe44,11.0,Passive,3074.58,161.28,11/03/2019 01:30 AM,11,4,4,4,11,42,No,57
CUS0x5e55,93.0,Inactive,695.83,194.0,06/27/2017 04:01 AM,56,4,4,4,93,128,No,28
CUS0x47ca,133.0,Inactive,2111.51,92.16,,,4,2,4,111,214,No,46
CUS0x416b,195.0,Active,2939.33,123.4,,35,4,4,4,39,270,No,46
CUS0x1845,156.0,Inactive,1872.8,146.2,07/24/2017 07:58 PM,48,4,4,5,116,238,No,34
CUS0x2b59,76.0,,1664.15,120.0,10/16/2016 09:21 AM,19,,4,2,76,96,No,23
CUS0x58fd,161.0,Inactive,2382.39,139.94,03/30/2016 06:48 AM,53,4,5,4,126,202,No,43
CUS0x551,143.0,Active,3130.66,92.84,01/13/2020 02:28 PM,57,4,4,5,136,189,No,42
CUS0x4124,91.0,,1071.91,-99.0,07/16/2017 09:09 PM,7,4,3,4,91,104,No,-99
CUS0x5a17,238.0,Passive,1503.83,296.9,08/23/2019 09:01 AM,29,4,5,4,102,333,No,36
CUS0x7ac,203.0,Inactive,3500.89,107.68,01/10/2017 09:59 PM,11,4,4,5,168,307,No,49
CUS0x76c8,223.0,Inactive,2478.78,323.33,07/26/2016 05:50 AM,4,3,4,4,114,280,No,30
CUS0x3e2c,102.0,,3499.14,287.26,,15,4,4,3,22,175,No,38
CUS0x3692,62.0,Inactive,1121.14,81.0,,9,,4,4,62,78,No,34
CUS0x405d,,Inactive,1527.81,170.0,06/20/2017 03:00 AM,33,4,4,4,95,117,Yes,29
CUS0x6d80,230.0,Inactive,2967.7,334.59,11/08/2016 03:37 PM,21,4,4,3,21,271,Yes,58
CUS0x5033,247.0,Inactive,991.03,342.93,08/31/2015 09:03 AM,56,4,4,2,144,320,No,35
CUS0x3c25,111.0,Inactive,2409.77,-99.0,08/01/2017 07:46 PM,,4,4,5,111,196,Yes,51
CUS0x26b1,161.0,Inactive,2053.55,167.99,12/14/2017 07:27 PM,5,4,4,4,46,253,No,42
CUS0x6b0,64.0,Inactive,1640.59,225.0,,44,4,4,3,64,91,No,30
CUS0x78bb,157.0,Inactive,3378.15,319.15,09/02/2015 03:09 PM,9,4,4,4,28,204,No,31
CUS0x1d89,207.0,Inactive,929.66,341.98,10/19/2017 11:02 AM,30,4,4,5,139,297,No,39
CUS0x1117,100.0,Passive,1628.2,103.0,10/28/2019 01:05 PM,48,,5,4,100,113,Yes,33
CUS0x6237,153.0,Passive,807.98,333.64,07/07/2019 01:26 PM,24,2,4,4,110,262,No,35
CUS0x6ea7,34.0,Passive,2264.54,90.72,11/29/2018 04:10 AM,6,4,2,4,34,46,No,50
CUS0x6562,45.0,Active,461.47,131.13,02/09/2020 07:21 PM,25,4,5,4,45,71,No,23
CUS0x6a91,92.0,Passive,2408.12,195.0,06/25/2018 05:25 AM,56,4,4,3,36,114,No,25
CUS0x1d9e,164.0,Inactive,483.49,186.86,10/05/2016 09:49 PM,54,,4,3,66,268,No,42
CUS0x5cfc,175.0,Inactive,3374.8,166.03,03/19/2016 01:51 AM,8,4,5,3,164,239,No,49
CUS0x2d17,130.0,Inactive,2077.62,183.12,04/28/2017 12:46 PM,4,4,3,3,38,198,No,48
CUS0x816f,230.0,Active,1156.44,171.94,05/20/2020 10:17 AM,28,5,4,2,26,337,No,32
CUS0x2553,212.0,Passive,3012.16,116.09,12/14/2018 04:51 AM,46,4,4,4,164,264,No,35
CUS0x3cbb,37.0,Inactive,3355.02,76.56,,37,,5,2,37,66,0,21
CUS0xf5e,151.0,,1054.07,210.55,10/12/2019 07:38 PM,10,4,4,4,89,239,No,44
CUS0x37a4,196.0,0,2378.45,141.67,11/18/2016 12:21 PM,,5,4,3,142,265,No,49
CUS0x3fe8,,Inactive,1459.29,257.75,,40,4,3,5,97,218,No,42
CUS0x6c82,237.0,Inactive,2638.88,262.25,05/04/2015 09:18 PM,40,4,4,4,102,329,No,30
CUS0x3865,79.0,Passive,1744.2,115.0,,,4,3,3,79,98,No,-99
CUS0x635d,176.0,Passive,1195.59,209.67,08/24/2019 08:16 AM,33,4,4,4,31,290,Yes,52
CUS0x6dab,27.0,Inactive,858.84,81.39,05/28/2016 05:03 AM,27,4,3,4,27,59,No,26
CUS0x6d2c,121.0,Inactive,1789.93,343.72,05/18/2017 03:06 AM,18,3,4,4,88,166,No,45
CUS0x1392,164.0,Passive,2747.66,257.14,03/01/2018 01:42 PM,,2,4,3,158,227,No,42
CUS0x43aa,26.0,Inactive,1162.25,202.12,,26,4,4,4,26,37,No,26
CUS0x4857,117.0,Active,2188.5,262.37,02/13/2021 08:06 PM,54,4,5,4,57,190,0,40
CUS0x6d00,75.0,Inactive,528.1,282.0,11/22/2017 07:52 AM,33,4,4,4,75,108,Yes,22
CUS0x76e4,136.0,Passive,3354.03,130.77,12/15/2019 06:33 AM,38,4,2,5,71,216,Yes,49
CUS0x5427,25.0,Inactive,3139.89,164.67,07/06/2016 01:58 PM,5,4,3,4,25,44,No,26
CUS0x71ef,62.0,Passive,2096.97,79.0,12/21/2019 08:01 AM,6,4,4,4,60,80,Yes,25
CUS0x1129,16.0,Inactive,,124.1,06/13/2015 12:41 PM,16,4,4,2,16,32,0,30
CUS0x69e2,170.0,Passive,973.07,328.8,10/27/2019 10:46 PM,10,4,4,3,93,281,Yes,57
CUS0x167f,14.0,Active,701.85,148.47,10/30/2020 08:47 AM,14,5,,5,14,39,No,38
CUS0x5c4f,200.0,Inactive,3555.39,146.83,02/21/2016 01:03 AM,37,3,4,4,152,283,Yes,43
CUS0x40e0,215.0,0,1035.08,192.16,12/23/2019 06:12 PM,52,4,4,4,160,321,No,46
CUS0x5bbf,153.0,Inactive,3029.29,262.49,03/31/2017 07:27 AM,23,4,3,2,50,260,No,30
CUS0x45f3,97.0,,1496.45,283.0,06/18/2016 05:00 AM,6,,4,4,61,131,No,33
CUS0x6954,65.0,Passive,1073.23,235.0,12/29/2019 09:50 AM,7,4,4,4,65,89,No,31
CUS0xccb,214.0,Active,3098.43,101.1,05/09/2020 02:23 PM,25,,4,5,107,324,No,33
CUS0x41b4,200.0,Inactive,1731.43,86.94,,22,,3,3,96,276,No,27
CUS0x69f8,6.0,Passive,3073.47,126.54,01/24/2018 06:35 AM,6,4,4,5,6,21,No,55
CUS0x7f9f,246.0,Active,1168.74,111.01,02/19/2021 06:55 AM,8,5,4,4,42,358,Yes,47
CUS0x4ced,,Passive,2428.02,-99.0,05/21/2019 08:33 PM,14,3,4,5,133,226,No,43
CUS0x2413,25.0,Passive,1027.19,-99.0,,25,4,4,2,25,38,No,41
CUS0x79b1,103.0,Inactive,1696.46,277.24,12/31/2017 02:34 PM,32,5,4,3,103,170,No,33
CUS0x1722,17.0,Passive,1631.95,185.88,06/18/2018 03:49 AM,17,4,4,2,17,36,No,54
CUS0x2c21,50.0,Passive,2253.69,-99.0,01/18/2018 10:28 PM,50,4,4,3,47,62,No,59
CUS0x15b5,203.0,0,,192.72,12/24/2018 10:30 AM,22,4,4,4,95,259,No,46
CUS0x6ea5,63.0,Passive,910.47,84.0,09/14/2019 11:14 AM,44,4,4,3,63,87,No,41
CUS0x536d,44.0,Inactive,1461.35,176.26,09/04/2015 03:57 PM,38,3,3,3,44,54,No,32
CUS0x59cf,58.0,Inactive,1373.06,254.0,10/27/2016 04:45 AM,8,4,5,5,58,92,No,25
CUS0x262e,207.0,Inactive,3573.28,-99.0,03/27/2016 02:53 AM,37,4,3,3,72,289,0,33
CUS0x553a,162.0,Passive,777.32,291.09,01/12/2018 05:34 PM,58,4,4,4,43,202,No,43
CUS0x587a,247.0,Inactive,3444.39,196.22,11/09/2016 02:12 AM,24,4,4,4,63,334,Yes,50
CUS0x1ba0,42.0,Passive,2357.12,82.56,01/17/2018 08:50 AM,42,,3,4,,67,Yes,50
CUS0x173d,46.0,Passive,2373.99,-99.0,02/22/2019 05:08 PM,46,4,5,4,39,65,No,55
CUS0x30a7,137.0,Inactive,3021.63,245.29,10/04/2016 10:25 AM,36,4,4,4,137,180,No,39
CUS0x300,222.0,Inactive,699.2,121.66,02/07/2016 04:57 AM,17,,4,4,21,285,No,37
CUS0x351c,19.0,Active,2281.69,158.85,04/18/2020 06:18 PM,,5,2,4,19,54,No,58
CUS0x1f17,93.0,Inactive,2057.07,199.0,,3,4,4,4,93,109,No,26
CUS0x181f,132.0,Passive,2351.71,103.35,,18,,4,5,55,221,No,44
CUS0xa24,172.0,Passive,1605.04,250.93,02/02/2018 01:41 AM,,4,4,4,147,242,No,33
CUS0x14c7,,Passive,1243.07,-99.0,,39,,4,2,,67,No,25
CUS0x5bca,62.0,Passive,1902.32,164.0,12/02/2018 05:06 PM,14,4,5,2,42,94,Yes,43
CUS0x7e5d,233.0,Inactive,1092.56,130.9,11/03/2015 06:59 PM,7,4,4,4,78,286,Yes,58
CUS0x6538,63.0,Inactive,1578.04,164.0,08/01/2017 02:30 PM,26,5,3,4,63,84,No,25
CUS0x5b16,62.0,Active,1047.22,149.0,12/29/2020 01:37 AM,40,5,4,3,62,82,No,49
CUS0x69d3,62.0,Active,1182.11,98.0,01/28/2021 10:44 PM,38,4,4,4,62,76,Yes,43
CUS0x4838,130.0,Inactive,1343.98,232.66,03/24/2016 06:00 PM,57,4,4,4,90,227,No,30
CUS0xbe3,135.0,Passive,2511.49,226.72,08/06/2018 05:39 AM,28,4,5,5,92,241,Yes,45
CUS0x6b40,35.0,Active,1260.7,234.69,10/18/2020 09:16 AM,14,4,4,4,35,45,Yes,40
CUS0x678b,125.0,Passive,1054.09,306.9,06/13/2019 04:39 AM,21,4,2,5,102,197,No,32
CUS0x412e,233.0,Passive,2656.67,124.2,01/04/2019 10:08 AM,50,,4,4,63,316,No,37
CUS0x4e25,76.0,Passive,645.54,232.0,02/14/2019 09:59 PM,32,5,4,4,54,106,No,37
CUS0x3b64,,,2353.59,135.69,05/07/2018 10:28 PM,22,3,3,4,22,35,No,46
CUS0x57f3,149.0,Passive,3616.95,220.56,04/20/2019 10:21 AM,49,5,2,4,132,237,No,47
CUS0x1d0,96.0,Active,672.78,148.0,,24,,4,4,83,120,No,31
CUS0x5b6c,201.0,Passive,1230.48,218.4,10/01/2018 02:01 PM,36,4,4,4,61,292,No,41
CUS0x238,216.0,Active,1363.92,250.8,02/16/2021 12:53 PM,8,4,4,4,65,256,Yes,46
CUS0x32d5,,Passive,2415.62,-99.0,,53,,4,3,113,177,No,48
CUS0x1f3,183.0,Passive,2987.77,308.17,05/11/2018 06:33 AM,42,,3,4,49,260,Yes,40
CUS0x271a,27.0,Passive,2451.76,136.35,09/26/2019 08:12 PM,7,4,4,5,27,37,No,57
CUS0x5f6,51.0,Inactive,452.94,274.0,11/21/2016 07:36 PM,13,4,5,5,51,67,No,24
CUS0xbac,78.0,Passive,788.14,112.0,,54,3,1,4,78,94,No,24
CUS0x47ac,108.0,,1582.55,291.77,,1,4,3,3,46,191,No,38
CUS0x318b,117.0,Active,3288.19,103.02,11/10/2020 05:36 AM,,4,4,4,117,220,No,39
CUS0x48e7,,Inactive,3381.93,218.68,,19,2,4,5,19,41,No,32
CUS0x1943,26.0,Inactive,2054.83,-99.0,10/08/2016 07:27 PM,26,4,2,5,26,49,No,32
CUS0x5e05,197.0,Inactive,1509.64,90.19,10/07/2017 05:44 PM,11,4,4,2,68,259,No,40
CUS0x5294,39.0,Passive,1520.31,136.06,04/11/2019 06:46 AM,39,5,3,3,39,72,No,45
CUS0x3e86,114.0,Inactive,873.15,97.03,07/26/2017 11:42 PM,28,4,2,5,54,169,No,49
CUS0x332d,34.0,Passive,3675.26,83.73,01/13/2018 07:12 AM,33,4,3,4,34,48,No,
CUS0x835,,Inactive,875.05,127.72,03/23/2016 01:02 AM,1,3,4,4,100,313,Yes,53
CUS0x4477,116.0,Inactive,3310.62,166.03,12/06/2016 12:57 PM,23,4,4,2,116,210,Yes,50
CUS0x640b,166.0,Inactive,1881.58,213.98,02/15/2017 06:59 PM,45,5,3,2,40,233,No,31
CUS0x7b17,207.0,Active,3639.41,214.76,09/13/2020 06:11 AM,51,4,4,4,80,303,No,35
CUS0x7ed5,18.0,Inactive,2573.51,76.77,08/13/2017 05:34 AM,9,4,4,2,18,45,No,20
CUS0x5019,54.0,Inactive,2610.4,186.0,07/31/2017 11:01 PM,3,4,4,5,46,67,No,29
CUS0x71f,185.0,Inactive,1826.87,-99.0,12/27/2015 05:46 AM,12,4,3,4,58,234,No,49
CUS0x612e,150.0,Passive,3204.11,303.07,10/30/2018 01:52 AM,13,4,4,4,102,263,No,46
CUS0x3999,69.0,Passive,998.17,189.0,07/02/2018 05:05 PM,,4,4,4,69,85,No,34
CUS0x6517,142.0,Passive,1488.02,312.19,10/21/2019 06:38 AM,41,4,4,4,130,243,No,38
CUS0x4884,114.0,Passive,642.13,-99.0,,3,,5,4,59,170,No,45
CUS0x3314,122.0,,3445.35,214.37,02/15/2017 04:59 AM,15,,4,4,106,242,No,37
CUS0x6717,195.0,Inactive,1148.8,114.88,10/12/2016 11:24 AM,48,3,4,4,99,281,No,41
CUS0x5ed1,216.0,Active,889.62,147.43,06/07/2020 05:12 PM,19,4,4,4,21,332,No,46
CUS0x739a,5.0,Passive,1495.53,213.5,12/10/2018 05:26 AM,5,4,4,5,5,40,Yes,51
CUS0x498f,26.0,Passive,2261.46,191.18,03/24/2018 07:10 AM,26,4,4,4,26,40,No,57
CUS0x27aa,212.0,Passive,1307.26,287.16,10/27/2019 04:29 AM,12,4,5,2,167,298,0,34
CUS0x56e5,169.0,Passive,2041.18,161.28,07/23/2018 02:01 AM,1,4,3,5,78,285,No,42
CUS0x305,141.0,Passive,3525.13,-99.0,06/22/2019 03:41 AM,57,4,4,5,141,188,No,30
CUS0x545,83.0,Passive,1278.88,199.0,04/16/2019 12:57 AM,33,4,4,4,24,111,No,33
CUS0x43f,80.0,Passive,2452.4,96.0,04/24/2018 04:17 AM,24,3,2,3,79,101,No,36
CUS0x1607,143.0,,2759.82,128.65,02/22/2017 11:04 AM,20,2,4,2,143,248,No,34
CUS0x42d0,,Active,682.1,205.04,01/21/2021 12:05 PM,2,5,2,4,61,196,No,32
CUS0x5421,113.0,Inactive,2671.89,171.49,06/07/2016 03:13 PM,44,4,4,2,113,155,No,47
CUS0x5481,193.0,Inactive,1342.88,187.04,12/05/2016 11:36 PM,6,4,3,4,123,254,No,41
CUS0x5482,114.0,Active,2870.53,206.32,02/23/2021 10:16 PM,50,4,4,3,78,228,Yes,48
CUS0x5816,54.0,Passive,1553.21,187.0,12/21/2019 02:44 PM,15,5,4,5,54,83,Yes,23
CUS0x3dc4,15.0,Active,2512.07,87.85,01/15/2021 09:22 PM,7,,4,4,15,43,No,57
CUS0x3277,149.0,Active,1351.02,270.69,09/07/2020 10:28 AM,,4,4,3,88,222,No,46
CUS0x65ba,187.0,Passive,1069.57,181.29,05/08/2018 02:42 AM,28,5,4,2,28,291,Yes,55
CUS0x39a0,216.0,Active,575.01,-99.0,,16,5,4,4,32,320,No,47
CUS0x7a75,220.0,Inactive,842.7,162.74,01/18/2016 04:41 AM,29,3,4,4,123,334,No,31
CUS0x571c,50.0,Passive,875.77,202.27,12/11/2019 03:00 PM,42,4,1,4,50,82,No,36
CUS0x4dd4,,Inactive,1065.1,271.85,06/30/2015 01:52 PM,28,,4,4,89,170,No,36
CUS0x25f9,26.0,Inactive,338.88,108.9,01/21/2016 10:45 PM,26,,4,3,26,45,No,33
CUS0x5316,94.0,Active,1280.05,272.0,06/08/2020 10:51 AM,41,4,4,2,79,104,No,48
CUS0x692a,32.0,Active,2664.72,204.54,10/19/2020 06:41 PM,32,3,4,4,32,43,No,44
CUS0x208b,158.0,Passive,1983.31,344.89,05/23/2019 06:36 AM,39,3,4,3,154,228,No,40
CUS0x275e,95.0,Inactive,1729.75,135.0,,60,,5,4,95,119,No,-99
CUS0x5df0,205.0,Inactive,520.02,261.22,02/29/2016 08:42 PM,11,4,3,2,48,293,No,39
CUS0x152,,Passive,3639.66,149.24,04/29/2018 03:33 PM,19,4,2,4,82,316,Yes,54
CUS0x5104,102.0,Passive,2425.88,105.08,08/20/2019 08:30 AM,6,4,3,3,102,152,No,30
CUS0x790c,119.0,Active,2038.42,292.62,09/29/2020 10:57 PM,22,5,4,4,119,236,No,40
CUS0x32cf,181.0,Active,3031.67,165.25,04/22/2020 10:21 AM,49,3,4,3,37,261,No,42
CUS0x7e5a,122.0,Inactive,1839.99,234.13,04/15/2017 12:24 AM,37,2,5,4,92,184,No,43
CUS0xa38,89.0,Inactive,521.08,-99.0,06/22/2015 02:01 PM,44,4,2,4,59,124,0,31
CUS0x40fd,77.0,Inactive,498.39,-99.0,10/19/2017 03:03 AM,59,5,3,3,77,111,No,23
CUS0x4175,,Inactive,2288.27,167.11,05/22/2017 11:18 PM,9,5,5,4,45,57,0,26
CUS0xf34,215.0,Inactive,448.74,172.52,12/13/2017 04:28 PM,23,4,4,4,101,321,0,39
CUS0x69dd,201.0,Passive,1650.51,263.72,03/17/2019 08:23 PM,26,4,3,3,56,285,No,47
CUS0x73ce,72.0,Inactive,685.25,212.0,02/26/2017 03:40 AM,43,2,4,4,72,104,No,21
CUS0x8014,46.0,Inactive,1105.74,231.45,07/09/2016 04:14 AM,40,4,3,2,46,67,Yes,25
CUS0x3c4b,18.0,Inactive,3691.91,115.58,06/16/2017 01:43 AM,16,,4,4,18,51,No,29
CUS0x740e,191.0,Inactive,3238.75,187.57,10/31/2017 01:40 AM,7,4,4,5,22,289,Yes,50
CUS0x5453,43.0,Inactive,467.03,165.99,09/20/2017 02:48 AM,34,4,2,4,43,53,No,28
CUS0x4fa7,196.0,Inactive,1155.58,214.82,08/31/2015 01:30 PM,9,3,4,2,109,274,No,23
CUS0x5a3a,211.0,Inactive,1551.01,251.53,05/06/2015 03:04 AM,14,4,3,4,32,315,Yes,56
CUS0x312e,,Active,2293.97,265.38,11/02/2020 03:29 AM,,4,4,4,,250,Yes,55
